SampleID	MJ006-1-barcode40-umi107332bins-ubs-4	MJ006-2-barcode50-umi50296bins-ubs-7	MJ006-1-barcode46-umi100611bins-ubs-4	MJ005-barcode65-umi8101bins-ubs-23	MJ006-1-barcode33-umi150609bins-ubs-3	MJ006-1-barcode45-umi127614bins-ubs-3	MJ006-2-barcode69-umi110711bins-ubs-4	MJ006-1-barcode31-umi239522bins-ubs-3	MJ006-2-barcode58-umi276347bins-ubs-3	MJ006-1-barcode38-umi103067bins-ubs-4	MJ006-1-barcode38-umi138790bins-ubs-3	MJ005-barcode33-umi46532bins-ubs-7	MJ006-2-barcode69-umi128054bins-ubs-4	MJ006-1-barcode40-umi115234bins-ubs-4	MJ006-2-barcode69-umi62539bins-ubs-7	MJ006-2-barcode67-umi38620bins-ubs-11	MJ006-2-barcode65-umi143013bins-ubs-3	MJ006-1-barcode29-umi118459bins-ubs-5	MJ006-2-barcode63-umi107469bins-ubs-4	MJ006-2-barcode65-umi48515bins-ubs-8	S-GCF-003481765.1-NZ-QULR01000098.1	MJ006-1-barcode39-umi131137bins-ubs-4	RS-GCF-003481015.1-NZ-QUKE01000021.1	MJ006-1-barcode48-umi160979bins-ubs-4	MJ006-2-barcode73-umi176140bins-ubs-3	MJ006-1-barcode25-umi48251bins-ubs-7	MJ006-2-barcode62-umi183899bins-ubs-3	MJ006-2-barcode62-umi107096bins-ubs-4	MJ006-2-barcode50-umi133669bins-ubs-5	MJ005-barcode57-umi51662bins-ubs-5	MJ005-barcode26-umi86829bins-ubs-4	MJ006-2-barcode50-umi146289bins-ubs-3	MJ006-1-barcode39-umi147435bins-ubs-4	MJ005-barcode81-umi85457bins-ubs-4	MJ006-2-barcode68-umi139471bins-ubs-3	MJ005-barcode26-umi62651bins-ubs-4	MJ005-barcode81-umi51374bins-ubs-6	MJ006-1-barcode25-umi113087bins-ubs-4	MJ005-barcode26-umi77756bins-ubs-3	MJ006-1-barcode26-umi116737bins-ubs-5	MJ006-2-barcode63-umi127743bins-ubs-5	MJ006-1-barcode29-umi101767bins-ubs-4	MJ006-2-barcode65-umi159981bins-ubs-3	MJ006-2-barcode65-umi157220bins-ubs-3	MJ006-2-barcode65-umi45055bins-ubs-8	MJ006-2-barcode60-umi100713bins-ubs-5	G000212375	CP002689	MJ006-2-barcode70-umi126108bins-ubs-4	RS-GCF-000174775.1-NZ-ACLR01000152.1	RS-GCF-902385375.1-NZ-CABMEW010000017.1	G000154525	MJ006-2-barcode71-umi65994bins-ubs-6	MJ006-1-barcode26-umi106267bins-ubs-4	MJ006-1-barcode34-umi121834bins-ubs-4	MJ010-1-barcode30-umi105810bins-ubs-5	GB-GCA-905197405.1-CAJJYN010000035.1	MJ005-barcode27-umi65786bins-ubs-4	MJ006-1-barcode34-umi45460bins-ubs-8	MJ010-1-barcode30-umi166121bins-ubs-3	MJ006-2-barcode52-umi105573bins-ubs-5	MJ005-barcode81-umi11184bins-ubs-16	RS-GCF-015286725.1-NZ-CP063911.1--3	MJ006-2-barcode69-umi105244bins-ubs-4	MJ010-2-barcode55-umi157615bins-ubs-3	RS-GCF-902399785.1-NZ-CABOGP010000217.1	GB-GCA-003477505.1-QUDN01000082.1	MJ006-1-barcode38-umi121690bins-ubs-4	GB-GCA-000509105.1-BAIF02000133.1	MJ006-1-barcode39-umi153479bins-ubs-3	MJ006-1-barcode38-umi118631bins-ubs-4	G003481355	G000177335	MJ006-1-barcode49-umi89662bins-ubs-7	RS-GCF-003473495.1-NZ-QUCI01000034.1	GB-GCA-014864425.1-WHBB01000019.1	MJ006-2-barcode68-umi182002bins-ubs-3	MJ007-1-barcode38-umi26862bins-ubs-6	MJ006-2-barcode53-umi133722bins-ubs-4	MJ006-2-barcode50-umi159672bins-ubs-3	MJ006-1-barcode29-umi136949bins-ubs-3	MJ006-1-barcode39-umi140274bins-ubs-3	MJ005-barcode33-umi69682bins-ubs-3	RS-GCF-009760995.1-NZ-WIOW01000080.1	GB-GCA-003434745.1-QVIB01000074.1	RS-GCF-002966755.1-NZ-CP020025.1--7	MJ005-barcode57-umi33464bins-ubs-8	FP929032	MJ006-1-barcode37-umi100863bins-ubs-4	MJ006-2-barcode70-umi178533bins-ubs-3	MJ006-1-barcode27-umi148860bins-ubs-3	MJ006-1-barcode33-umi104545bins-ubs-4	MJ006-1-barcode38-umi143167bins-ubs-3	GB-GCA-905212165.1-CAJMDO010000177.1	GB-GCA-016586755.1-BNFN01000001.1--7	MJ006-2-barcode52-umi114699bins-ubs-4	GB-GCA-008679315.1-NANK01000003.1	RS-GCF-000183445.1-NZ-AENT01000008.1	MJ006-1-barcode39-umi161269bins-ubs-3	RS-GCF-009495095.1-NZ-VZAR01000095.1	MJ006-2-barcode53-umi134820bins-ubs-4	MJ006-2-barcode50-umi102641bins-ubs-6	MJ006-2-barcode60-umi196268bins-ubs-3	MJ006-1-barcode43-umi42311bins-ubs-8	MJ006-2-barcode66-umi31583bins-ubs-10	MJ009-1-barcode40-umi104913bins-ubs-3	MJ030-1-barcode27-umi116353bins-ubs-3	RS-GCF-902497355.1-NZ-LR700178.1	MJ006-2-barcode73-umi105490bins-ubs-4	RS-GCF-000273215.1-NZ-JH724241.1	RS-GCF-016888565.1-NZ-JAFEKK010000002.1	GU938836	MJ006-1-barcode39-umi123867bins-ubs-4	MJ006-2-barcode52-umi145578bins-ubs-5	MJ005-barcode51-umi84725bins-ubs-3	MJ005-barcode41-umi85944bins-ubs-3	MJ006-1-barcode41-umi112991bins-ubs-4	MJ006-2-barcode58-umi100403bins-ubs-5	RS-GCF-003473415.1-NZ-QRNO01000114.1	GB-GCA-017851145.1-JAFIKU010000077.1	MJ006-1-barcode45-umi136843bins-ubs-3	MJ006-2-barcode62-umi121076bins-ubs-4	MJ006-2-barcode60-umi152122bins-ubs-3	MJ006-1-barcode37-umi103119bins-ubs-5	RS-GCF-900258545.1-NZ-LT984899.1--2	G900539925	AF542230	MJ006-1-barcode49-umi129075bins-ubs-3	MJ006-2-barcode67-umi55629bins-ubs-7	MJ006-1-barcode38-umi82781bins-ubs-5	RS-GCF-013293605.1-NZ-JAAKAK010000037.1	MJ006-1-barcode30-umi107525bins-ubs-5	MJ006-1-barcode38-umi137655bins-ubs-3	MJ006-1-barcode38-umi121737bins-ubs-4	MJ006-2-barcode59-umi114073bins-ubs-4	MJ006-1-barcode28-umi143227bins-ubs-3	MJ006-1-barcode26-umi108328bins-ubs-4	GU562446	G902387315	MJ006-2-barcode53-umi77499bins-ubs-7	GB-GCA-000268125.1-AKNH01000067.1	MJ006-2-barcode59-umi171842bins-ubs-3	MJ006-1-barcode48-umi169942bins-ubs-3	MJ006-1-barcode45-umi38159bins-ubs-10	AAVP02000040	MJ005-barcode33-umi81819bins-ubs-3	AY574991	G000153925	GB-GCA-000185545.1-GL622464.1	MJ009-1-barcode40-umi95011bins-ubs-3	MJ005-barcode34-umi178bins-ubs-210
Sample11	0.008139382	0.007513737	0.000402076	0.005350884	0.005961599	0.006253679	0.009097303	0.008367072	0.009532162	0.011993634	0.012747897	0.011260418	0.014982941	0.000285893	0.003069866	0.000118588	0.010152627	0.011734524	0.003181572	0.012113518	0.000787511	0.012210233	0.004594638	0.001325261	0.006348864	0.003355288	0.003722421	0.004015344	0.010493103	0.007045196	0.004067843	0.007975204	0.009357908	0.003562365	0.005403827	0.00159268	0.00236707	0.008900136	0.002370847	0.006862286	0.009265075	0.001396556	0.007413043	0.003352494	0.012582522	0.006318469	0.010531868	0.007189785	0.00056727	0.00827336	0.012431944	0.007861234	0.010704303	0.011553885	0.002980308	0.00277078	0.007983661	0.00537089	0.010974429	0.011760561	0.004618141	0.003095177	0.010199091	0.004309054	0.012898877	0.006644362	0.010467413	0.001248356	0.008151941	0.005903228	0.007665186	0.002195434	0.009628696	0.01127413	0.002832129	0.001250698	0.000308884	0.008388612	0.00793287	0.00714367	0.003030842	0.005107951	0.007767995	0.00649123	0.012907348	0.001782852	0.009083422	0.005283215	0.005595265	0.009376817	0.009048032	0.012952697	0.001677722	0.001360396	0.009464902	0.007557755	0.003582445	0.001037769	0.001119292	0.011684351	0.002507122	0.004225481	0.002961709	0.004638721	0.000907158	0.006782531	0.00088349	0.010458222	0.003053905	0.007056311	0.011499953	0.008504985	0.006964135	0.004238054	0.004351321	0.008748155	0.012990374	0.008648222	0.00728853	0.009547377	0.006078821	0.000785877	0.007347507	0.012513246	0.002290676	0.009016262	0.002625591	0.007001636	0.001263267	0.005884976	0.009880752	0.004541701	0.008688371	0.010394108	0.01211539	0.003066057	0.005217843	0.001991613	0.012968737	0.012113079	0.007055595	0.011002811	0	0.008148366	0.001164585	0.009869084	0.001668826	0.010794188	0.010218725	0.009261135	0.010218725
Sample12	0.00058635	0.004915303	0.004266437	0.005839703	0.001421149	0.015193007	0.008980043	0.004954154	0.006437155	0.007251502	0.009738788	0.008361872	0.014908172	0.008058388	0.016088092	0.01380607	0.00338105	0.012574863	0.001572425	0.011045961	0.005143252	0.011863812	0.011729798	0.010890236	0.010675452	0.004117041	0.001093439	0.005445354	0.002344786	0.009390672	0.004676745	0.013183138	0.00866127	0.011113941	0.001790767	0.011648152	0.01246895	0.006581526	0.00819212	0.010334653	0.002362544	0.00679103	0.005387018	0.001977909	0.004966386	0.000921193	0.000348789	0.001826463	0.013014295	0.007425633	0.013050875	0.005844218	0.004213481	0.006839348	0.005938994	0.001427816	0.0086593	0.002919261	0.008372312	0.008785979	0.002054268	0.000829	0.010550205	0.00745578	0.000943141	0.016132008	0.000936926	0.009391809	0.013292168	0.003231971	0.001922174	0.001640239	0.004098069	0.001365403	0.009352975	0.000841731	0.006883673	0.013468075	0.010998944	0.008313282	0.004138316	0.008430523	0.007121758	0.005757541	0.001766251	0.011980425	0.006077809	0.002629878	0.004969425	0.005596015	0.011182279	0.009913118	0.010395394	0.000149062	0.005623368	0.006504264	0.00025934	0.00351078	0.010273576	0.001852724	0.00723349	0.00290796	0.000163785	0.003259285	0.013186699	0.010830938	0.012966481	0.00659223	0.001482833	0.007404418	0.006139869	0.011409552	0.001325361	0.006597461	0.002027564	0.004387252	0.009963692	0.006432295	0.005079269	0.005330443	0.006208371	0.010607701	0.012054482	0.01290916	0.010633197	0.004262002	0.009298565	0.005913204	0.00344129	0.011362454	0.000519244	0.012185248	0.006235811	0.008610319	0.008909658	0.012095466	0.008603133	0.008295906	0.00090065	0.007005097	0.00202919	0.009964729	0	0.009191721	0.000563114	0.00114577	0.00967947	0.000974055	0.000962871	0.000163618	0.000962871
Sample13	0.014420928	0.011119226	0.005325882	0.004470792	0.005272387	0.011679254	0.009971316	0.002792146	0.002625002	0.001483486	0.009955216	0.011524252	0.003996038	0.000315782	0.001238881	0.01459218	0.004454346	0.009664485	0.007848245	0.004798672	0.002584245	0.001525093	0.007726995	0.009732464	0.008089984	0.006662692	0.000527073	0.012168049	0.010035009	0.003679003	0.012312303	0.007562013	0.007317532	0.009398758	0.010199039	0.008247967	0.001609389	0.004249978	0.011660401	0.00282206	0.00467589	0.005428594	0.005520664	0.007700945	0.011848762	0.003024052	0.001526538	0.00248101	0.011143284	0.008113938	0.00359212	0.01025152	0.010822214	0.010635568	0.011545351	0.003169145	0.009486313	0.005786197	0.010578832	0.009152724	0.009755251	0.008243988	0.002229207	0.008217232	0.014845615	0.014132761	0.000650919	0.002070726	0.001655034	0.009121179	0.010274618	0.002682547	0.00635551	0.010562555	0.009206885	0.006812644	0.007417102	0.006387019	0.003738385	0.007098911	0.008655124	0.01097239	0.007994336	0.009562696	0.002011133	0.005798987	0.000117242	0.003099262	0.009127232	0.012461055	0.001246069	0.005044356	0.010052055	0.002563494	0.006974062	0.009210275	0.007739213	0.002362334	0.004465036	0.009847524	0.006963277	6.57E-05	0.009561053	0.00044365	0.009369365	0.002543957	0.012037192	0.004622791	0.004107554	0.001870623	0.003839598	0.0110142	0.012517899	0.004627424	0.005636324	0.009072067	0.011134124	0.007450982	0.004919111	0.005184162	0.008739715	4.04E-05	0.007784492	0.004466398	0.009978259	0.00116833	0.007390147	0.006042922	0.008070149	0.000814818	0.00728689	0.007054467	0.007044108	0.007582192	0.008499112	0.010113845	0.003390015	0.010365883	0.006260062	0.000968157	0.000735631	0.004199355	0	0.008891271	0.009908123	0.006498945	0.00553064	0.001852587	0.004123399	0.005453	0.004123399
Sample14	0.001403412	0.003494447	0.009475763	0.011652749	0.015813615	0.014780319	0.010178098	0.006672481	0.010076916	0.012444557	0.00187442	0.006492807	0.013302292	0.006079833	0.009058337	0.009310143	0.002922065	0.004781444	0.00441549	0.000345792	0.000319327	0.010978255	0.003604487	0.006838549	0.003943125	0.012416801	0.003422672	0.005671395	0.011519887	0.011113376	0.002456506	0.010594751	0.006047987	0.006375105	0.001761912	0.001063926	0.009608671	0.0065532	0.005766353	0.009629381	0.010104636	0.00209756	0.008054865	0.00178665	0.00991802	0.008671693	0.012627146	0.000910234	0.000753112	0.00372482	0.003454469	0.003260077	0.011962402	0.003293966	0.003589689	0.010023924	0.005936487	0.010252443	0.000862822	0.006435854	0.000443694	0.000827011	0.011964816	0.002205617	0.008433432	0.006511668	0.005501845	0.011877643	0.000288065	0.008761908	0.012716638	0.007394122	0.012365892	0.000689795	0.005527998	0.003434037	0.009646709	0.01295295	0.003386152	0.00863499	0.002614854	0.00746226	0.006123828	0.0128303	0.008032453	0.004613423	0.001506044	0.001996432	0.002974144	0.003312716	0.011227983	0.007408043	0.006908668	0.001514929	0.011353693	0.009541022	0.000893211	0.009343299	0.007174609	0.00107876	0.006049488	0.006397906	0.002188195	0.01248305	0.011219526	0.008830978	0.00610222	0.005435233	0.008592736	0.007199605	0.000821994	0.006764945	0.010644387	0.006061886	0.000685818	0.010378735	0.002657967	0.00341375	0.002174095	0.004358781	0.009988987	0.006855802	0.002704397	0.011587203	0.011610327	0.011491483	0.003152068	0.00595628	0.013001691	0.01019043	0.000358605	0.000860689	0.006123813	0.012001548	0.007110769	0.006571038	0.001392234	0.008669382	0.010851618	0.005021478	0.010237941	0.012730923	0	0.00690786	0.003790171	0.01046554	0.007624131	0.008376377	0.010532327	0.005226741	0.010532327
Sample15	0.013565579	0.007901785	0.002341571	0.010316224	0.011759552	0.004695773	0.012707091	0.013432949	0.004104918	0.014580027	0.002085951	0.002994743	0.002731006	0.013252781	0.009699436	0.002254841	0.006527491	0.007601141	0.001031081	0.010901012	0.00992739	0.006241118	0.011947487	0.005160849	0.012157297	0.008251211	0.00784047	0.002050139	0.010894976	0.005281033	0.002004165	0.000155748	0.006914993	0.00651528	0.008886601	0.010997885	0.000980957	0.009036609	0.002315211	0.010601569	0.010118376	0.006680745	0.00877405	0.003883353	0.005820616	0.010150167	0.005673575	0.004420094	0.006105299	0.010231853	0.004141023	0.00214658	0.008795931	0.010203798	0.001243234	0.002963307	0.001753864	0.004298326	0.005563452	0.009250695	0.008044011	0.007670698	0.004353096	0.01247388	0.006986507	0.014514555	0.00940072	0.001559823	0.008353222	0.004016202	0.008478606	0.000860318	0.002160414	0.010571429	0.002806484	0.010340464	0.003450063	0.007941901	0.008575253	0.006333128	0.003771683	0.002626922	0.000410008	0.00375483	0.008068907	0.011591435	0.010762505	0.009463652	0.009740157	0.008214952	0.003215478	0.011207117	0.008285953	0.006923455	0.001371119	0.005522742	0.005687078	0.010680466	0.006753069	0.004699313	0.012066993	0.001367797	0.005219991	0.000519156	0.009140473	0.011341543	0.003459467	0.010603603	0.003609945	0.011251283	0.009314138	0.00994349	0.000222446	0.011894166	0.008976997	0.003764771	0.010246003	0.003477798	0.010781645	0.001390772	0.008693049	0.006679568	0.001192547	0.002988258	0.000153234	0.005790968	0.003721708	0.007391864	0.003671955	0.003705078	0.009181105	0.000594737	0.011153996	0.01052852	0.008249786	0.007328417	0.011023141	0.002289493	0.000975553	0.002958811	0.009815896	0.000428302	0.007199758	0.000175152	0.01057092	0.006441727	0.000786194	0.010270449	0.007399536	0.001419835	0.007399536
Sample16	0.001523603	0.014766143	0.010863253	0.013461968	0.014268629	0.009281688	0.008399804	0.006987209	0.005145053	0.007054878	0.012562534	0.009771136	0.014488498	0.007197471	0.009854999	0.010248134	0.009605131	0.009504988	0.003211918	0.006931081	0.001409917	0.005201537	0.006596993	0.008823066	0.012858457	0.008125401	0.010059083	0.006848593	0.008577941	0.000959547	0.003441322	0.004895024	0.006391728	0	0	0	0	0	0	0	0.008262423	0.003796986	0.002800124	0.006988017	7.45E-05	0.000103676	0.002963488	0.000496754	0.001461335	0.00458399	0.010857103	0.007738477	0.006935193	0.003970216	0.012604444	0.005370683	0.001178161	0.008347464	0.001539967	0.00467006	0.006864094	0.011826182	0.006676529	0.011399898	0.016116582	0.002134488	0.004459768	0.00533769	0.005706347	0.005560152	0.01227785	0.009659188	0.008223533	0.004185088	0.011143953	0.01291973	0.011108888	2.12E-05	0.008609019	0.000691742	0.003484822	0.00080523	0.008167937	0.009287952	0.001548749	0.005192441	0.006171811	0.004992422	0.001637185	0.005667382	0.010161679	0.000960567	0.001084648	0.004799224	0.012739342	0.009044221	0.009180814	0.004895929	0.008030839	0.000137051	0.008604889	0.012354632	0.008286683	0.011819094	0.009793659	0.001630873	0.012208078	0.000898829	0.007223328	0.001922782	0.000158363	0.005709134	0.003991209	0.006574448	0.007808162	0.000591687	0.001663946	0.007557122	0.00464225	0.009864008	0.008823977	0.011439045	0.009367805	0.00581596	0.009103661	0.003725262	0.004143704	0.01067312	0.00603901	0.010800215	0.011125447	0.011600809	0.012399927	0.00583022	0.004313521	0.007875785	0.005021093	0.008131125	0.009544923	0.009312507	0.005066823	0.002257227	0.005824053	0.00021208	0.012040927	0.004678911	0.002089478	0.000344249	0.008736463	0.008615796	0.008736463
Sample17	0.005167938	0.001088074	0.00621524	0.004722058	0.010273853	0.009191401	0.005531928	0.003306052	0.014991326	0.006888501	0.010443085	0.00213259	0.007367782	0.000417811	0.007669197	0.014626896	0.005829513	0.000493067	0.000391406	0.004905722	0.002023363	0.000295265	0.009561599	0.005797586	0.003657224	0.011380693	0.001468466	0.012086681	0.003969809	0.011233017	0.007623637	0.010452926	0.012441907	0	0	0	0	0	0	0	0.007001153	0.00684934	0.009633521	0.010540708	0.005568961	0.003822715	0.003279042	0.002460833	0.000728899	0.004329928	0.003417024	0.012219426	0.007051696	0.004390987	0.007339459	0.001760009	0.005614509	0.007918135	0.006181646	0.005080109	0.012566264	0.01113074	0.007882373	0.00863908	0.009417191	0.003054479	0.005995368	0.000498928	0.006012826	0.006866028	0.002879678	0.012189225	0.011499186	0.009130812	0.006744165	0.01099993	0.001651974	0.009995242	0.00157824	0.010042036	0.003486818	0.011089973	0.011936511	0.001881383	0.005850091	0.012403649	0.006112226	0.010918734	0.007443948	0.004745688	0.00361346	0.002569562	0.009632211	0.004887436	0.00646459	0.006224986	0.007299142	0.010944397	0.012400513	0.005153513	0.010463187	0.009666724	0.007251726	0.012088304	0.002534809	0.001381542	0.010797534	0.00555263	0.010709113	0.011292273	0.000789717	0.011170569	0.005668567	0.006453932	0.007922664	0.011713224	0.000241705	0.006029231	0.008695589	0.00913794	0.008756412	0.001699804	0.003785571	0.004535615	0.010171341	0.003524653	0.002664163	0.012106016	0.000112068	0.012616492	0.008557759	0.010475204	0.003725181	0.000181003	0.009329656	0.010546962	0.009362614	0.001806206	0.009526377	0.009722295	0.008326616	0.009686805	0.010695869	0.000417425	0.001120322	0.006165588	0.000981802	0.005152993	0.005147473	0.000834631	0.005147473
Sample18	0.005711956	0.0018176	0.013234897	0.015518444	0.001184186	0.015640065	0.008557221	0.004905405	0.001258621	0.00819775	0.013010236	0.011578581	0.000822454	0.001193772	0.006597072	0.004835398	0.003805306	0.003834554	0.010964229	0.012680134	0.005527983	0.012364682	0.004387092	0.006501402	0.003084365	0.008739859	0.013359059	0.008235194	0.004882688	0.008840039	0.001677361	0.012126535	0.006865023	0	0	0	0	0	0	0	0.011224211	0.010970721	0.007539362	0.007098176	0.001949668	0.01058028	0.00370362	0.006777846	0.00387917	0.001826206	0.008590869	0.000741408	0.010215923	0.004333751	1.84E-06	0.006974807	0.000639336	0.003768577	0.009647316	0.000855455	0.011453512	5.21E-05	0.003368129	0.012132345	0.005178941	0.001668494	0.005898851	0.003689754	0.011499545	0.004275908	0.010765678	0.01217038	0.00591982	0.012416975	0.005148837	0.013155698	0.001218434	0.009374982	0.006738527	0.005289809	0.00863391	0.009604749	5.95E-05	0.002278222	0.009730141	0.009093415	0.013182568	0.01038503	0.01297413	0.009586783	0.004067185	0.001437797	0.010668674	0.008789983	0.000657541	0.004913205	0.013056375	0.006828414	0.00590497	0.006245714	0.002850389	0.005031334	0.005046427	0.00071443	0.010474136	0.005683569	0.011219368	0.011603747	0.002892845	0.008970167	0.006444701	0.012010513	0.002943971	0.009249357	0.008293312	0.004029648	0.00186404	0.008892198	0.010078812	0.004307013	0.008799308	0.005391909	0.009732335	0.002718468	0.012147767	0.003921957	0.005018763	0.000792716	0.001521682	0.00703939	0.003651538	0.011400863	0.000200504	0.005173072	0.004603377	0.000263743	0.001697116	0.005644518	0.006725571	0.005516889	0.007245112	0.008121095	0.000135419	0.000520852	0.013147795	0.007082652	0.00924566	0.004255657	0.010561793	0.010547194	0.010561793
Sample19	0.008041877	0.015056671	0.001936825	0.000261447	0.011880998	0.012451745	0.001854401	0.004097066	0.000270775	0.004524783	0.011927026	0.007990421	0	0	0	0	0	0	0	0	0	0.010068471	0.010032189	0.005887802	0.00511659	0.003894158	0.000844546	0.002934098	0.003170233	0.006223092	0.009608833	0.006091101	0.000743624	0	0	0	0	0	0	0	0.004701039	0.002897407	0.002517548	0.001810104	0.00800149	0.010044347	0.007434362	0.001889291	0.010427468	0.008175568	0.004990096	0.008666337	0.00334123	0.004437647	0.011794814	0.003734604	0.006041973	0.011443282	0.00909817	0.000799659	0.001893666	0.000100808	0.008110867	0.006906123	0.002071418	0.014777761	0.008170901	0.003109679	0.00643555	0.008736915	0.0009801	0.003531477	0.010374011	0.005909259	0.007026567	0.005564102	0.000564359	0.00213081	0.005727697	0.002689201	0.000642509	0.010845607	0.012613801	0.010196313	0.010975902	0.003110757	0.012349419	0.002531595	0.012231184	0.012788981	0.009149611	0.012613174	0.007321765	0.003336561	0.005617836	0.007630571	0.000939506	0.008000585	0.012613612	0.002443944	0.010189271	0.011671567	0.012131833	0.012343102	0.006703667	0.012563862	0.009735663	0.00207838	0.006130828	0.009234565	0.003179704	0.008235481	0.008569537	0.0020916	0.007264501	0.009919713	0.006413594	0.000155593	0.000116195	0.00458982	0.011906764	0.002939773	0.008155114	0.002854915	0.004135255	0.010902075	0.009369938	0.001226413	0.005511214	0.000374994	0.006182123	0.008515975	0.00152342	0.003713784	0.005114421	0.011821106	0.012768871	0.000577361	0.0097832	0.004778729	0.005045278	0.009696515	0.011806906	0.000755527	0.007419247	0.004591	0.010124402	0.003226769	0.0072515	0.004609735	0.0072515
Sample20	0.009831852	0.003599535	0.002868755	0.013748954	0.001524324	0.007575796	0.003306867	0.000582905	0.000539316	0.002623626	0.012978304	0.004229604	0	0	0	0	0	0	0	0	0	0.011809549	0.011137025	0.005233723	0.009737124	0.005943548	0.006208126	0.002553926	0.007375914	0.002322538	0.004137147	0.010668764	0.002583819	0	0	0	0	0	0	0	0.004144962	0.00865472	0.009621797	0.008168499	0.00189155	0.010928959	0.006726631	0.003524591	0.005305847	0.000468799	0.001595477	0.009552221	1.45E-07	0.005197761	0.006519697	0.000681709	0.012141724	0.002821512	0.003795684	0.003792487	0.002875057	1.84E-05	0.009100506	0.014476746	0.003358385	0.009927921	0.011108543	0.010586351	0.005273417	0.003779864	0.004058917	0.008891836	0.010191485	0.002266115	0.00462847	0.01125409	0.010065636	0.012288714	0.009411242	0.00490615	0.007369769	0.008247902	0.000978944	0.00679404	0.008850654	0.002087776	0.009740446	0.00728411	0.011881486	0.00052933	0.003310645	0.007505976	0.003700369	0.008914331	0.009470599	0.001279158	0.006411694	0.006349756	0.004607755	0.011640706	0.01032533	0.008699531	0.008913115	0.00576113	0.011491843	0.008666915	0.009095967	0.010751874	0.003419768	0.010070345	0.002436143	0.004309054	0.004187628	0.012209694	0.010687568	0.008748949	0.009071957	0.007013345	0.011817462	0.006192141	0.004747965	0.002034297	0.009809995	0.009164131	0.004795846	0.000314354	0.010468711	0.00014247	0.008780516	0.012106524	0.005460983	0.002931915	0.008795131	0.010195835	0.006818164	0.012066323	0.000644704	0.006298661	0.008964614	0.010763722	0.002236688	0.00998216	0.006896483	0.001589997	0.001643493	0.010796854	0.001962399	0.003865423	0.003619085	0.010873195	0.003619085
Sample21	0.01067003	0.012636504	0.003972778	0.009911395	0.009068707	0.013209878	0.014371834	0.000192824	0.010690918	0.00082219	0.008705682	0.004562266	0	0	0	0	0	0	0	0	0	0.00572025	0.009060099	0.004394358	0.000747941	0.004942435	0.012483585	0.008482353	0.008875515	0.008357414	0.002630249	0.005529477	0.009925814	0	0	0	0	0	0	0	0.002370817	0.012830263	0.001497629	0.00533474	0.009753257	0.009312699	0.005587566	0.004580307	0.005255583	0.003493166	0.002714061	0.006384749	0.003549441	0.003799627	0.008680907	0.012801987	0.00797879	0.001017504	0.000999053	0.012575775	0.003929547	0.001216928	0.007918085	0.00989196	0.010286212	0.004241378	0.000239677	0.012755434	0.003316268	0.008935618	0.009340132	0.00806299	0.004135965	0.003583311	0.007899893	0.011447927	0.01251379	0.001399848	0.002046502	0.012487388	0.009735417	0.011671285	0.002678369	0.007766625	0.009267562	0.008989621	0.00539489	0.000203487	0.007705033	0.00334546	0.005951396	0.012657168	0.005274391	0.011100377	0.002492103	0.008888486	0.012913937	0.001346808	0.000109972	0.005731035	0.00122431	0.009892037	0.012088373	0.005736827	0.003419613	0.005741881	0.009562429	0.000119677	0.007791318	0.008106401	0.008428871	0.003199013	0.009438246	0.001208	0.002633927	0.011598273	0.009764336	0.000181687	0.003283002	0.002833994	0.003579479	0.003272209	0.000826464	0.00606621	0.009685166	0.008019693	0.008893921	0.001072618	0.012576667	0.011083064	0.010641568	0.010878081	0.012328433	0.007193871	0.002647299	0.008152557	0.009819301	0.009753686	0.006892438	0.000904877	0.004905317	0.01217056	0.007725162	0.001649455	0.003553667	0.004870105	0.011834556	0.008809213	0.010407568	0.006005472	0.010407568
